tab	specimens
aniso_f	aniso_l	aniso_p	aniso_s	aniso_s_n_measurements	aniso_t	aniso_type	azimuth	citations	contribution_id	critical_temp	critical_temp_high	critical_temp_low	critical_temp_mineral	critical_temp_type	description	dip	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	hyst_bc	hyst_bc_offset	hyst_bcr	hyst_loop	hyst_mr_mass	hyst_ms_mass	hyst_xhf	igsn	igsn_parent	instrument_codes	int_corr	meas_orient_phi	meas_orient_theta	meas_step_max	meas_step_min	meas_step_unit	meas_temp	method_codes	mineral_type	rem_hirm_mass	rem_sratio	rem_sratio_back	rem_sratio_forward	result_quality	row_id	sample	software_packages	specimen	synthetic_alternatives	volume	weight
								This study									lc	160.4	293.6	-65.4	1.5	3.0	8.0	-1.0	NED26-4a_LP-DIR-AF										hargrave 2019-09-26 04:42:29	u			0.02	0.008	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED26-4	pmagpy-4.2.25: demag_gui	NED26-4a			
								This study									hc	12.5	162.8	43.5	3.2	3.0	11.0	-1.0	NED26-4a_LP-DIR-AF										hargrave 2019-09-26 04:42:29	u			0.13	0.082	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED26-4	pmagpy-4.2.25: demag_gui	NED26-4a			
								This study									mc	17.9	146.0	73.8	0.4	3.0	9.0	0.0	NED26-4a_LP-DIR-AF										hargrave 2019-09-26 04:42:29	u			0.046	0.03	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED26-4	pmagpy-4.2.25: demag_gui	NED26-4a			
								This study									hc	12.5	288.9	56.7	3.2	3.0	11.0	0.0	NED26-4a_LP-DIR-AF										hargrave 2019-09-26 04:42:29	u			0.13	0.082	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED26-4	pmagpy-4.2.25: demag_gui	NED26-4a			
								This study									lc	160.4	33.1	-67.3	1.5	3.0	8.0	0.0	NED26-4a_LP-DIR-AF										hargrave 2019-09-26 04:42:29	u			0.02	0.008	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED26-4	pmagpy-4.2.25: demag_gui	NED26-4a			
								This study																																			LP-NOMAG								NED26-4		NED26-4a			
								This study									hc	10.6	154.0	38.8	3.8	3.0	9.0	-1.0	NED26-5a_LP-DIR-AF										hargrave 2019-09-26 06:57:43	u			0.13	0.09	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED26-5	pmagpy-4.2.25: demag_gui	NED26-5a			
								This study									lc	146.7	278.0	-68.2	0.5	3.0	10.0	-1.0	NED26-5a_LP-DIR-AF										hargrave 2019-09-26 06:57:43	u			0.016	0.004	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED26-5	pmagpy-4.2.25: demag_gui	NED26-5a			
								This study									mc	16.0	314.0	85.1	0.4	3.0	11.0	-1.0	NED26-5a_LP-DIR-AF										hargrave 2019-09-26 06:57:43	u			0.048	0.028	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED26-5	pmagpy-4.2.25: demag_gui	NED26-5a			
								This study									lc	146.7	35.5	-66.4	0.5	3.0	10.0	0.0	NED26-5a_LP-DIR-AF										hargrave 2019-09-26 06:57:43	u			0.016	0.004	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED26-5	pmagpy-4.2.25: demag_gui	NED26-5a			
								This study									hc	10.6	296.6	50.2	3.8	3.0	9.0	0.0	NED26-5a_LP-DIR-AF										hargrave 2019-09-26 06:57:43	u			0.13	0.09	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED26-5	pmagpy-4.2.25: demag_gui	NED26-5a			
								This study									mc	16.0	136.6	73.3	0.4	3.0	11.0	0.0	NED26-5a_LP-DIR-AF										hargrave 2019-09-26 06:57:43	u			0.048	0.028	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED26-5	pmagpy-4.2.25: demag_gui	NED26-5a			
								This study																																			LP-NOMAG								NED26-5		NED26-5a			
								This study									lc	159.7	6.1	-75.2	1.0	3.0	11.0	-1.0	NED26-6a_LP-DIR-AF										hargrave 2019-09-26 09:13:11	u			0.012	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED26-6	pmagpy-4.2.25: demag_gui	NED26-6a			
								This study									mc	16.9	204.0	54.1	0.2	3.0	8.0	-1.0	NED26-6a_LP-DIR-AF										hargrave 2019-09-26 09:13:11	u			0.044	0.03	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED26-6	pmagpy-4.2.25: demag_gui	NED26-6a			
								This study									hc	3.5	106.9	44.9	2.8	3.0	9.0	-1.0	NED26-6a_LP-DIR-AF										hargrave 2019-09-26 09:13:11	u			0.13	0.09	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED26-6	pmagpy-4.2.25: demag_gui	NED26-6a			
								This study									mc	16.9	165.0	72.1	0.2	3.0	8.0	0.0	NED26-6a_LP-DIR-AF										hargrave 2019-09-26 09:13:11	u			0.044	0.03	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED26-6	pmagpy-4.2.25: demag_gui	NED26-6a			
								This study									lc	159.7	32.7	-59.6	1.0	3.0	11.0	0.0	NED26-6a_LP-DIR-AF										hargrave 2019-09-26 09:13:11	u			0.012	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED26-6	pmagpy-4.2.25: demag_gui	NED26-6a			
								This study									hc	3.5	278.2	40.2	2.8	3.0	9.0	0.0	NED26-6a_LP-DIR-AF										hargrave 2019-09-26 09:13:11	u			0.13	0.09	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED26-6	pmagpy-4.2.25: demag_gui	NED26-6a			
								This study																																			LP-NOMAG								NED26-6		NED26-6a			
								This study									lc	161.9	7.7	-70.2	2.1	3.0	7.0	-1.0	NED26-7a_LP-DIR-AF										hargrave 2019-09-26 11:27:58	u			0.009	0.003	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED26-7	pmagpy-4.2.25: demag_gui	NED26-7a			
								This study									mc	14.2	204.6	49.4	0.2	3.0	10.0	-1.0	NED26-7a_LP-DIR-AF										hargrave 2019-09-26 11:27:58	u			0.048	0.03	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED26-7	pmagpy-4.2.25: demag_gui	NED26-7a			
								This study									hc	9.0	118.8	46.9	4.1	3.0	9.0	-1.0	NED26-7a_LP-DIR-AF										hargrave 2019-09-26 11:27:58	u			0.13	0.09	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED26-7	pmagpy-4.2.25: demag_gui	NED26-7a			
								This study									hc	9.0	272.5	47.6	4.1	3.0	9.0	0.0	NED26-7a_LP-DIR-AF										hargrave 2019-09-26 11:27:58	u			0.13	0.09	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED26-7	pmagpy-4.2.25: demag_gui	NED26-7a			
								This study									mc	14.2	148.9	71.9	0.2	3.0	10.0	0.0	NED26-7a_LP-DIR-AF										hargrave 2019-09-26 11:27:58	u			0.048	0.03	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED26-7	pmagpy-4.2.25: demag_gui	NED26-7a			
								This study									lc	161.9	24.2	-62.5	2.1	3.0	7.0	0.0	NED26-7a_LP-DIR-AF										hargrave 2019-09-26 11:27:58	u			0.009	0.003	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED26-7	pmagpy-4.2.25: demag_gui	NED26-7a			
								This study																																			LP-NOMAG								NED26-7		NED26-7a			
								This study									hc	1.8	115.8	40.2	3.9	3.0	9.0	-1.0	NED26-8a_LP-DIR-AF										hargrave 2019-09-26 13:42:52	u			0.13	0.09	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED26-8	pmagpy-4.2.25: demag_gui	NED26-8a			
								This study									mc	16.4	199.0	47.4	0.2	3.0	10.0	-1.0	NED26-8a_LP-DIR-AF										hargrave 2019-09-26 13:42:52	u			0.048	0.03	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED26-8	pmagpy-4.2.25: demag_gui	NED26-8a			
								This study									lc	158.2	10.5	-68.7	1.2	3.0	10.0	-1.0	NED26-8a_LP-DIR-AF										hargrave 2019-09-26 13:42:52	u			0.01	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED26-8	pmagpy-4.2.25: demag_gui	NED26-8a			
								This study									hc	1.8	281.7	42.0	3.9	3.0	9.0	0.0	NED26-8a_LP-DIR-AF										hargrave 2019-09-26 13:42:52	u			0.13	0.09	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED26-8	pmagpy-4.2.25: demag_gui	NED26-8a			
								This study									lc	158.2	26.1	-60.7	1.2	3.0	10.0	0.0	NED26-8a_LP-DIR-AF										hargrave 2019-09-26 13:42:52	u			0.01	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED26-8	pmagpy-4.2.25: demag_gui	NED26-8a			
								This study									mc	16.4	158.4	74.5	0.2	3.0	10.0	0.0	NED26-8a_LP-DIR-AF										hargrave 2019-09-26 13:42:52	u			0.048	0.03	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED26-8	pmagpy-4.2.25: demag_gui	NED26-8a			
								This study																																			LP-NOMAG								NED26-8		NED26-8a			
								This study									llc	52.9	307.2	66.5	14.8	2.0	4.0	-1.0	NED27-1a_LP-DIR-AF										hargrave 2019-09-25 10:23:09	u			0.004	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED27-1	pmagpy-4.2.25: demag_gui	NED27-1a			
								This study									hc	1.4	277.2	8.9	0.3	2.0	14.0	-1.0	NED27-1a_LP-DIR-AF										hargrave 2019-09-25 10:23:09	u			0.13	0.07	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED27-1	pmagpy-4.2.25: demag_gui	NED27-1a			
								This study									hc	1.4	298.9	8.1	0.3	2.0	14.0	0.0	NED27-1a_LP-DIR-AF										hargrave 2019-09-25 10:23:09	u			0.13	0.07	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED27-1	pmagpy-4.2.25: demag_gui	NED27-1a			
								This study									llc	52.9	337.3	62.5	14.8	2.0	4.0	0.0	NED27-1a_LP-DIR-AF										hargrave 2019-09-25 10:23:09	u			0.004	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED27-1	pmagpy-4.2.25: demag_gui	NED27-1a			
								This study																																			LP-NOMAG								NED27-1		NED27-1a			
								This study									llc	20.6	202.5	45.5	2.0	2.0	3.0	-1.0	NED27-2a_LP-DIR-AF										hargrave 2019-09-25 11:36:15	u			0.005	0.003	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED27-2	pmagpy-4.2.25: demag_gui	NED27-2a			
								This study									hc	1.4	343.8	44.9	3.7	2.0	14.0	-1.0	NED27-2a_LP-DIR-AF										hargrave 2019-09-25 11:36:15	u			0.13	0.07	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED27-2	pmagpy-4.2.25: demag_gui	NED27-2a			
								This study									hc	1.4	233.6	30.4	3.7	2.0	14.0	0.0	NED27-2a_LP-DIR-AF										hargrave 2019-09-25 11:36:15	u			0.13	0.07	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED27-2	pmagpy-4.2.25: demag_gui	NED27-2a			
								This study									llc	20.6	98.1	59.0	2.0	2.0	3.0	0.0	NED27-2a_LP-DIR-AF										hargrave 2019-09-25 11:36:15	u			0.005	0.003	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED27-2	pmagpy-4.2.25: demag_gui	NED27-2a			
								This study																																			LP-NOMAG								NED27-2		NED27-2a			
								This study									llc	89.7	204.9	22.2	2.7	2.0	4.0	-1.0	NED27-3a_LP-DIR-AF										hargrave 2019-09-25 12:44:17	u			0.004	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED27-3	pmagpy-4.2.25: demag_gui	NED27-3a			
								This study									hc	1.8	8.9	38.8	1.1	2.0	24.0	-1.0	NED27-3a_LP-DIR-AF										hargrave 2019-09-25 12:44:17	u			0.13	0.04	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED27-3	pmagpy-4.2.25: demag_gui	NED27-3a			
								This study									llc	89.7	75.9	27.6	2.7	2.0	4.0	0.0	NED27-3a_LP-DIR-AF										hargrave 2019-09-25 12:44:17	u			0.004	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED27-3	pmagpy-4.2.25: demag_gui	NED27-3a			
								This study									hc	1.8	238.0	32.9	1.1	2.0	24.0	0.0	NED27-3a_LP-DIR-AF										hargrave 2019-09-25 12:44:17	u			0.13	0.04	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED27-3	pmagpy-4.2.25: demag_gui	NED27-3a			
								This study																																			LP-NOMAG								NED27-3		NED27-3a			
								This study									hc	6.3	340.1	56.0	1.5	3.0	10.0	-1.0	NED27-4a_LP-DIR-AF										hargrave 2019-09-25 13:55:21	u			0.13	0.086	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED27-4	pmagpy-4.2.25: demag_gui	NED27-4a			
								This study									mc	9.4	317.6	62.3	0.6	3.0	11.0	-1.0	NED27-4a_LP-DIR-AF										hargrave 2019-09-25 13:55:21	u			0.07	0.04	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED27-4	pmagpy-4.2.25: demag_gui	NED27-4a			
								This study									llc	23.7	248.5	52.0	3.8	3.0	3.0	-1.0	NED27-4a_LP-DIR-AF										hargrave 2019-09-25 13:55:21	u			0.004	0.002	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED27-4	pmagpy-4.2.25: demag_gui	NED27-4a			
								This study									mc	9.4	186.0	59.2	0.6	3.0	11.0	0.0	NED27-4a_LP-DIR-AF										hargrave 2019-09-25 13:55:21	u			0.07	0.04	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED27-4	pmagpy-4.2.25: demag_gui	NED27-4a			
								This study									hc	6.3	205.7	52.3	1.5	3.0	10.0	0.0	NED27-4a_LP-DIR-AF										hargrave 2019-09-25 13:55:21	u			0.13	0.086	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED27-4	pmagpy-4.2.25: demag_gui	NED27-4a			
								This study									llc	23.7	117.3	53.3	3.8	3.0	3.0	0.0	NED27-4a_LP-DIR-AF										hargrave 2019-09-25 13:55:21	u			0.004	0.002	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED27-4	pmagpy-4.2.25: demag_gui	NED27-4a			
								This study																																			LP-NOMAG								NED27-4		NED27-4a			
								This study									hc	1.6	17.1	45.0	0.8	2.0	14.0	-1.0	NED27-5a_LP-DIR-AF										hargrave 2019-09-25 15:05:22	u			0.13	0.07	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED27-5	pmagpy-4.2.25: demag_gui	NED27-5a			
								This study									llc	71.7	255.0	28.8	3.6	2.0	5.0	-1.0	NED27-5a_LP-DIR-AF										hargrave 2019-09-25 15:05:22	u			0.005	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED27-5	pmagpy-4.2.25: demag_gui	NED27-5a			
								This study									llc	71.7	113.9	29.7	3.6	2.0	5.0	0.0	NED27-5a_LP-DIR-AF										hargrave 2019-09-25 15:05:22	u			0.005	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED27-5	pmagpy-4.2.25: demag_gui	NED27-5a			
								This study									hc	1.6	232.8	41.2	0.8	2.0	14.0	0.0	NED27-5a_LP-DIR-AF										hargrave 2019-09-25 15:05:22	u			0.13	0.07	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED27-5	pmagpy-4.2.25: demag_gui	NED27-5a			
								This study																																			LP-NOMAG								NED27-5		NED27-5a			
								This study									llc	51.1	36.8	13.9	2.3	2.0	5.0	-1.0	NED27-6a_LP-DIR-AF										hargrave 2019-09-25 16:17:39	u			0.005	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED27-6	pmagpy-4.2.25: demag_gui	NED27-6a			
								This study									hc	1.7	121.1	36.9	0.9	2.0	24.0	-1.0	NED27-6a_LP-DIR-AF										hargrave 2019-09-25 16:17:39	u			0.13	0.04	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED27-6	pmagpy-4.2.25: demag_gui	NED27-6a			
								This study									llc	51.1	144.1	10.7	2.3	2.0	5.0	0.0	NED27-6a_LP-DIR-AF										hargrave 2019-09-25 16:17:39	u			0.005	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED27-6	pmagpy-4.2.25: demag_gui	NED27-6a			
								This study									hc	1.7	226.2	38.8	0.9	2.0	24.0	0.0	NED27-6a_LP-DIR-AF										hargrave 2019-09-25 16:17:39	u			0.13	0.04	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED27-6	pmagpy-4.2.25: demag_gui	NED27-6a			
								This study																																			LP-NOMAG								NED27-6		NED27-6a			
								This study									llc	84.8	150.7	15.2	4.3	2.0	4.0	-1.0	NED27-7a_LP-DIR-AF										hargrave 2019-09-25 17:29:37	u			0.004	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED27-7	pmagpy-4.2.25: demag_gui	NED27-7a			
								This study									hc	1.0	50.2	43.5	0.6	2.0	24.0	-1.0	NED27-7a_LP-DIR-AF										hargrave 2019-09-25 17:29:37	u			0.13	0.04	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED27-7	pmagpy-4.2.25: demag_gui	NED27-7a			
								This study									hc	1.0	229.2	30.8	0.6	2.0	24.0	0.0	NED27-7a_LP-DIR-AF										hargrave 2019-09-25 17:29:37	u			0.13	0.04	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED27-7	pmagpy-4.2.25: demag_gui	NED27-7a			
								This study									llc	84.8	335.5	30.6	4.3	2.0	4.0	0.0	NED27-7a_LP-DIR-AF										hargrave 2019-09-25 17:29:37	u			0.004	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED27-7	pmagpy-4.2.25: demag_gui	NED27-7a			
								This study																																			LP-NOMAG								NED27-7		NED27-7a			
								This study									llc	27.4	96.8	47.4	9.9	2.0	3.0	-1.0	NED27-8a_LP-DIR-AF										hargrave 2019-09-25 18:39:03	u			0.003	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						b		NED27-8	pmagpy-4.2.25: demag_gui	NED27-8a			
								This study									hc	2.5	81.7	25.7	0.7	2.0	24.0	-1.0	NED27-8a_LP-DIR-AF										hargrave 2019-09-25 18:39:03	u			0.13	0.04	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED27-8	pmagpy-4.2.25: demag_gui	NED27-8a			
								This study									llc	27.4	263.7	47.7	9.9	2.0	3.0	0.0	NED27-8a_LP-DIR-AF										hargrave 2019-09-25 18:39:03	u			0.003	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						b		NED27-8	pmagpy-4.2.25: demag_gui	NED27-8a			
								This study									hc	2.5	255.0	23.9	0.7	2.0	24.0	0.0	NED27-8a_LP-DIR-AF										hargrave 2019-09-25 18:39:03	u			0.13	0.04	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED27-8	pmagpy-4.2.25: demag_gui	NED27-8a			
								This study																																			LP-NOMAG								NED27-8		NED27-8a			
								This study									hc	1.7	307.2	51.3	1.2	2.0	22.0	-1.0	NED28-1a_LP-DIR-AF										hargrave 2019-09-27 06:02:48	u			0.13	0.044	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED28-1	pmagpy-4.2.25: demag_gui	NED28-1a			
								This study									lc	58.5	270.4	-4.7	5.1	2.0	6.0	-1.0	NED28-1a_LP-DIR-AF										hargrave 2019-09-27 06:02:48	u			0.006	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED28-1	pmagpy-4.2.25: demag_gui	NED28-1a			
								This study									hc	1.7	94.2	49.4	1.2	2.0	22.0	0.0	NED28-1a_LP-DIR-AF										hargrave 2019-09-27 06:02:48	u			0.13	0.044	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED28-1	pmagpy-4.2.25: demag_gui	NED28-1a			
								This study									lc	58.5	54.3	-4.7	5.1	2.0	6.0	0.0	NED28-1a_LP-DIR-AF										hargrave 2019-09-27 06:02:48	u			0.006	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED28-1	pmagpy-4.2.25: demag_gui	NED28-1a			
								This study																																			LP-NOMAG								NED28-1		NED28-1a			
								This study									lc	6.5	286.7	-55.8	3.8	2.0	7.0	-1.0	NED28-2a_LP-DIR-AF										hargrave 2019-09-27 07:17:52	u			0.012	0.005	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED28-2	pmagpy-4.2.25: demag_gui	NED28-2a			
								This study									mc	2.2	346.6	78.8	4.3	2.0	7.0	-1.0	NED28-2a_LP-DIR-AF										hargrave 2019-09-27 07:17:52	u			0.078	0.054	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED28-2	pmagpy-4.2.25: demag_gui	NED28-2a			
								This study									lc	6.5	73.9	-57.2	3.8	2.0	7.0	0.0	NED28-2a_LP-DIR-AF										hargrave 2019-09-27 07:17:52	u			0.012	0.005	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED28-2	pmagpy-4.2.25: demag_gui	NED28-2a			
								This study									mc	2.2	149.3	71.9	4.3	2.0	7.0	0.0	NED28-2a_LP-DIR-AF										hargrave 2019-09-27 07:17:52	u			0.078	0.054	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED28-2	pmagpy-4.2.25: demag_gui	NED28-2a			
								This study																																			LP-NOMAG								NED28-2		NED28-2a			
								This study									mc	2.4	288.1	80.5	14.6	2.0	6.0	-1.0	NED28-3a_LP-DIR-AF										hargrave 2019-09-27 08:45:13	u			0.11	0.086	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED28-3	pmagpy-4.2.25: demag_gui	NED28-3a			
								This study									lc	11.5	158.4	-47.4	1.1	2.0	7.0	-1.0	NED28-3a_LP-DIR-AF										hargrave 2019-09-27 08:45:13	u			0.007	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED28-3	pmagpy-4.2.25: demag_gui	NED28-3a			
								This study									mc	2.4	129.3	78.6	14.6	2.0	6.0	0.0	NED28-3a_LP-DIR-AF										hargrave 2019-09-27 08:45:13	u			0.11	0.086	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED28-3	pmagpy-4.2.25: demag_gui	NED28-3a			
								This study									lc	11.5	341.7	-43.7	1.1	2.0	7.0	0.0	NED28-3a_LP-DIR-AF										hargrave 2019-09-27 08:45:13	u			0.007	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED28-3	pmagpy-4.2.25: demag_gui	NED28-3a			
								This study																																			LP-NOMAG								NED28-3		NED28-3a			
								This study									lc	1.5	316.0	-72.0	0.5	2.0	10.0	-1.0	NED28-4a_LP-DIR-AF										hargrave 2019-09-27 09:52:04	u			0.03	0.012	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED28-4	pmagpy-4.2.25: demag_gui	NED28-4a			
								This study									mc	14.7	72.6	71.9	2.1	2.0	12.0	-1.0	NED28-4a_LP-DIR-AF										hargrave 2019-09-27 09:52:04	u			0.1	0.054	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED28-4	pmagpy-4.2.25: demag_gui	NED28-4a			
								This study									lc	1.5	45.7	-74.6	0.5	2.0	10.0	0.0	NED28-4a_LP-DIR-AF										hargrave 2019-09-27 09:52:04	u			0.03	0.012	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED28-4	pmagpy-4.2.25: demag_gui	NED28-4a			
								This study									mc	14.7	161.6	70.4	2.1	2.0	12.0	0.0	NED28-4a_LP-DIR-AF										hargrave 2019-09-27 09:52:04	u			0.1	0.054	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED28-4	pmagpy-4.2.25: demag_gui	NED28-4a			
								This study																																			LP-NOMAG								NED28-4		NED28-4a			
								This study									lc	14.9	84.0	-73.9	1.8	2.0	5.0	-1.0	NED28-5a_LP-DIR-AF										hargrave 2019-09-27 11:01:27	u			0.018	0.01	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED28-5	pmagpy-4.2.25: demag_gui	NED28-5a			
								This study									mc	6.5	26.9	76.1	2.9	2.0	7.0	-1.0	NED28-5a_LP-DIR-AF										hargrave 2019-09-27 11:01:27	u			0.09	0.066	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED28-5	pmagpy-4.2.25: demag_gui	NED28-5a			
								This study									lc	14.9	260.7	-73.6	1.8	2.0	5.0	0.0	NED28-5a_LP-DIR-AF										hargrave 2019-09-27 11:01:27	u			0.018	0.01	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED28-5	pmagpy-4.2.25: demag_gui	NED28-5a			
								This study									mc	6.5	179.5	71.5	2.9	2.0	7.0	0.0	NED28-5a_LP-DIR-AF										hargrave 2019-09-27 11:01:27	u			0.09	0.066	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED28-5	pmagpy-4.2.25: demag_gui	NED28-5a			
								This study																																			LP-NOMAG								NED28-5		NED28-5a			
								This study									lc	69.6	249.4	-10.2	6.3	2.0	5.0	-1.0	NED29-1a_LP-DIR-AF										hargrave 2019-09-30 11:46:17	u			0.005	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED29-1	pmagpy-4.2.25: demag_gui	NED29-1a			
								This study									mc	10.8	193.8	48.2	2.3	2.0	15.0	-1.0	NED29-1a_LP-DIR-AF										hargrave 2019-09-30 11:46:17	u			0.086	0.04	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED29-1	pmagpy-4.2.25: demag_gui	NED29-1a			
								This study									lc	69.6	214.7	1.1	6.3	2.0	5.0	0.0	NED29-1a_LP-DIR-AF										hargrave 2019-09-30 11:46:17	u			0.005	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED29-1	pmagpy-4.2.25: demag_gui	NED29-1a			
								This study									mc	10.8	187.8	75.8	2.3	2.0	15.0	0.0	NED29-1a_LP-DIR-AF										hargrave 2019-09-30 11:46:17	u			0.086	0.04	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED29-1	pmagpy-4.2.25: demag_gui	NED29-1a			
								This study																																			LP-NOMAG								NED29-1		NED29-1a			
								This study									mc	31.3	194.6	55.7	1.8	2.0	3.0	-1.0	NED29-2a_LP-DIR-AF										hargrave 2019-09-30 12:53:55	u			0.078	0.07	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED29-2	pmagpy-4.2.25: demag_gui	NED29-2a			
								This study									lc	68.2	235.4	-14.8	6.8	2.0	5.0	-1.0	NED29-2a_LP-DIR-AF										hargrave 2019-09-30 12:53:55	u			0.005	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR						g		NED29-2	pmagpy-4.2.25: demag_gui	NED29-2a			
								This study									mc	31.3	200.4	76.8	1.8	2.0	3.0	0.0	NED29-2a_LP-DIR-AF										hargrave 2019-09-30 12:53:55	u			0.078	0.07	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED29-2	pmagpy-4.2.25: demag_gui	NED29-2a			
								This study									lc	68.2	214.8	-1.2	6.8	2.0	5.0	0.0	NED29-2a_LP-DIR-AF										hargrave 2019-09-30 12:53:55	u			0.005	0.001	T		LP-DIR-AF:DE-BFL:DA-DIR-GEO						g		NED29-2	pmagpy-4.2.25: demag_gui	NED29-2a			
								This study																																			LP-NOMAG								NED29-2		NED29-2a			
